"slope","Epoch","N","Train_Acc","sd","se","ci"
"0.5",28,20,13.731875,0.36072558001748,0.0806606918142125,0.168824768212362
"0.5",29,20,14.326875,0.53183636370895,0.118922226215951,0.248907080073773
"0.5",30,20,14.638125,0.419105308804865,0.0937147960218719,0.196147322327746
"0.5",31,20,15.185,0.405322321382041,0.090632826340826,0.18969668565036
"0.5",32,20,15.74,0.483980208381772,0.108221264570616,0.226509709944784
"0.5",33,20,16.1175,0.359856513802815,0.0804663627009186,0.168418032703766
"0.5",34,20,16.684375,0.437619814420787,0.0978547653345722,0.20481237768374
"0.5",35,20,17.13,0.352701043825773,0.078866350972956,0.165069169669805
"0.5",36,20,17.589375,0.55924165935008,0.125050236615656,0.261733153246019
"0.5",37,20,18.03,0.535382917565599,0.119715259766884,0.250566918371828
"0.5",38,20,18.333125,0.558285011983363,0.124836323761408,0.261285428496531
"0.5",39,20,18.8525,0.653968150681104,0.146231724004277,0.306066515858549
"0.5",40,20,19.271875,0.441790521776531,0.0987873638507424,0.20676432881119
"0.5",41,20,19.65375,0.624119116076916,0.139557276960507,0.292096737646063
"0.5",42,20,20.134375,0.662839721735599,0.148215467598784,0.310218538919631
"0.5",43,20,20.40125,0.457573333208086,0.102316507774444,0.214150911934966
"0.5",44,20,20.79125,0.574128343894602,0.128379000475771,0.268700336076683
"0.5",45,20,21.186875,0.555215626083568,0.124149988209296,0.259848911676565
"0.5",46,20,21.525625,0.619375680465929,0.138496612513201,0.289876741444196
"0.5",47,20,22.07375,0.479838583056296,0.107295168994106,0.224571369626468
"0.5",48,20,22.40125,0.513404208766297,0.114800671073593,0.240280566019247
"0.5",49,20,22.763125,0.538432101837802,0.120397078097742,0.251993980539049
"0.5",50,20,23.131875,0.458642788275191,0.102555645197337,0.214651432313391
"0.5",51,20,23.4475,0.679488003844381,0.151938136649167,0.318010174788684
"0.5",52,20,23.89375,0.598249914773346,0.133772747696666,0.279989578753415
"0.5",53,20,24.196875,0.540267888595434,0.120807572495967,0.252853155188736
"0.5",54,20,24.464375,0.67236663469224,0.150345750097462,0.314677271432048
"0.5",55,20,24.664375,0.688632739086739,0.153982961612983,0.322290042625004
"0.5",56,20,25.220625,0.641906532690334,0.143534664229678,0.300421504874135
"0.5",57,20,25.41375,0.516056338723633,0.11539370536057,0.241521801046978
"0.5",58,20,25.699375,0.471079300369738,0.105336533841978,0.220471899139254
"0.5",59,20,26.196875,0.653304794567791,0.146083393068012,0.305756055640932
"0.5",60,20,26.444375,0.577376026223721,0.129105204321494,0.270220298194187
"0.5",61,20,26.801875,0.578582589178071,0.129375,0.270784987039075
"0.5",62,20,27.084375,0.60977340215336,0.136349477808623,0.28538273685946
"0.5",63,20,27.605,0.656463311196726,0.146789658857048,0.307234286926191
"0.5",64,20,27.81875,0.597107887192397,0.133517382566348,0.279455093393002
"0.5",65,20,28.095,0.712983446327362,0.159427945282005,0.333686524420129
"0.5",66,20,28.478125,0.621184074655221,0.138900981746938,0.29072309597727
"0.5",67,20,28.671875,0.643781935845557,0.143954017123707,0.301299220568625
"0.5",68,20,29.08625,0.71530380921234,0.159946794196333,0.334772487678421
"0.5",69,20,29.414375,0.78880192088682,0.176381471588534,0.369170662786737
"0.5",70,20,29.42375,0.743512511840358,0.166254451859666,0.347974566894749
"0.5",71,20,29.76,0.708740079295647,0.158479099568366,0.331700567517559
"0.5",72,20,30.23375,0.575287399571087,0.128638173204003,0.269242790831121
"0.5",73,20,30.5175,0.593376267419622,0.132682967018537,0.277708641580062
"0.5",74,20,30.65375,0.672193238585453,0.150306977549281,0.314596119556054
"0.5",75,20,31.145625,0.726136529771379,0.16236906415146,0.339842356960772
"0.5",76,20,31.18875,0.655215663571525,0.146510676366856,0.306650369863461
"0.5",77,20,31.515625,0.704366958694117,0.157501240074483,0.329653884075031
"0.5",78,20,31.95875,0.680981055073062,0.152271993053289,0.31870894427323
"0.5",79,20,31.96375,0.793112829631645,0.177345420088357,0.371188230184077
"0.5",80,20,32.22375,0.777001871229881,0.173742900271455,0.36364806955082
"0.5",81,20,32.763125,0.722983527420267,0.16166403139243,0.338366706436976
"0.5",82,20,32.915,0.73480887239293,0.164308258914056,0.343901138245068
"0.5",83,20,33.169375,0.561402071766938,0.125533319518009,0.262744257380917
"0.5",84,20,33.403125,0.753073472249065,0.168392347600071,0.352449234105234
"0.5",85,20,33.48875,0.734610754431431,0.164263958391108,0.343808416184915
"0.5",86,20,34.04375,0.721822665567046,0.161404454790801,0.337823406365805
"0.5",87,20,34.1875,0.652449836748914,0.145892218687921,0.305355923064817
"0.5",88,20,34.51,0.743542374823315,0.166261129425656,0.347988543200991
"0.5",89,20,34.7575,0.680489374989562,0.1521620500443,0.318478830910802
"0.5",90,20,34.89625,0.552314210248211,0.123501211905411,0.258491007266603
"0.5",91,20,35.41875,0.81034126176958,0.181197814628973,0.379251384624659
"0.5",92,20,35.50125,0.82685099370411,0.184889502918564,0.38697817701615
"0.5",93,20,35.729375,0.632888051857681,0.141518070610119,0.296200725920432
"0.5",94,20,35.9225,0.70731144037419,0.158159646193998,0.331031943920745
"0.5",95,20,36.228125,0.688795131771873,0.154019273721283,0.322366044741143
"0.5",96,20,36.45,0.525782624685385,0.117568569018478,0.246073842998038
"0.5",97,20,36.705,0.574919902888083,0.128555998447533,0.269070797089164
"0.5",98,20,36.8025,0.759334455816061,0.169792346086252,0.355379464612946
"0.5",99,20,37.138125,0.914237486062048,0.204429716641326,0.427876314366169
"0.5",100,20,37.304375,0.755911733830151,0.169027002183395,0.353777581414371
"1",1,20,1.041875,0.147806049569947,0.0330504374324105,0.0691753605547521
"1",2,20,1.45375,0.16603443682118,0.0371264287338052,0.0777065083941301
"1",3,20,1.935625,0.2405884712533,0.0537972176325133,0.112598870565089
"1",4,20,2.416875,0.378324626513152,0.0845959582445627,0.177061375511591
"1",5,20,2.913125,0.412459627210891,0.0922287764417775,0.193037047601287
"1",6,20,3.498125,0.498934308380319,0.111565102984524,0.233508444179148
"1",7,20,4.183125,0.50754626117906,0.113490794172224,0.237538962156367
"1",8,20,4.904375,0.642777113596275,0.143729332038237,0.30082894928007
"1",9,20,5.889375,0.699909239886821,0.156504463846714,0.327567607453448
"1",10,20,6.930625,0.819855119983499,0.183325177998435,0.38370400732941
"1",11,20,8.175625,0.935207504064149,0.209118755215535,0.437690584894037
"1",12,20,9.313125,0.967791121371375,0.216404673540714,0.452940187207093
"1",13,20,10.624375,1.06247658642933,0.237576987175792,0.497254348932786
"1",14,20,12.03375,1.08667240136793,0.242987335873162,0.508578338899119
"1",15,20,13.359375,1.1241288659388,0.251362855970889,0.526108503931843
"1",16,20,14.819375,1.12449166146776,0.25144397951736,0.526278297465984
"1",17,20,16.32125,1.04198144366748,0.232994133933386,0.487662326858607
"1",18,20,17.618125,1.21988375066298,0.272774299112983,0.57092316946784
"1",19,20,19.160625,1.11127057289582,0.24848765423902,0.520090637545763
"1",20,20,20.581875,1.15553925523746,0.258386432538043,0.540809018634875
"1",21,20,22.024375,1.09042238164609,0.243825856954788,0.510333383693091
"1",22,20,23.459375,1.28215148003781,0.286697786681652,0.600065363870319
"1",23,20,24.754375,1.0269579742721,0.229634784050789,0.480631126747159
"1",24,20,26.28375,1.03150295940591,0.230651073622383,0.482758245266749
"1",25,20,27.50875,1.15145145817195,0.257472373326374,0.538895870717698
"1",26,20,28.75625,1.09441990762711,0.244719730938325,0.512204283442244
"1",27,20,30.07875,1.0301068225138,0.230338887922716,0.482104833087905
"1",28,20,31.35625,0.985215545478567,0.220300893217961,0.461095068712829
"1",29,20,32.415,1.04773094426907,0.234279761351567,0.490353175969869
"1",30,20,33.60125,0.772639656938268,0.172767479502608,0.361606490418454
"1",31,20,34.696875,1.04385636079572,0.233413378148478,0.488539815085467
"1",32,20,35.76625,1.11027719985881,0.248265529275241,0.519625724653491
"1",33,20,36.8,0.88900446982477,0.198787442682935,0.416066899249695
"1",34,20,37.854375,1.07311857238366,0.239956607576738,0.502234951672328
"1",35,20,38.86125,0.97010325684814,0.216921682750638,0.454022299919813
"1",36,20,39.9325,0.982129801690399,0.219610899930812,0.459650896165446
"1",37,20,40.884375,0.927005959712291,0.207284834146411,0.433852143982476
"1",38,20,41.923125,1.09783934778848,0.245484341002907,0.513804630699656
"1",39,20,42.61125,1.05636308176986,0.236209965975858,0.494393140678438
"1",40,20,43.71625,1.06071521923454,0.237183133497703,0.49643000371063
"1",41,20,44.27,0.910478113266235,0.203589095328905,0.426116873738625
"1",42,20,45.35125,1.00224173074269,0.22410806398277,0.469063568702813
"1",43,20,46.265,0.96914232293573,0.216706811395635,0.453572569005188
"1",44,20,47.0875,0.868083566799515,0.19410938655142,0.406275615238562
"1",45,20,47.544375,1.0674803939405,0.238695872549922,0.499596202934966
"1",46,20,48.47,0.940564290312218,0.210316569034697,0.440197638030246
"1",47,20,49.199375,0.979287763135185,0.218975400790399,0.458320781178005
"1",48,20,50.094375,1.01129700300627,0.226132884416384,0.473301566576225
"1",49,20,50.90375,0.955266737342866,0.213604136134309,0.447078595050215
"1",50,20,51.476875,1.10965614487931,0.24812665716005,0.519335061975908
"1",51,20,52.02375,0.984801442717743,0.220208297025674,0.460901262655025
"1",52,20,52.963125,1.07818130097083,0.241088668103994,0.504604381586921
"1",53,20,53.495,0.782964172064625,0.175076111268334,0.366438512236889
"1",54,20,53.966875,1.17646377888413,0.263065298265119,0.55060199714899
"1",55,20,54.824375,0.97081147385224,0.217080044887037,0.454353755680603
"1",56,20,55.406875,1.05863053138179,0.23671698312264,0.495454339762651
"1",57,20,56.18375,1.03041812540245,0.230408497364778,0.482250527324553
"1",58,20,57.00125,1.0753587222778,0.240457520321048,0.503283374095329
"1",59,20,57.066875,0.970970714434516,0.217115652163711,0.454428282567195
"1",60,20,57.893125,0.878577975975053,0.19645600778144,0.411187149919579
"1",61,20,58.393125,0.751133737391264,0.167958609700034,0.351541410247148
"1",62,20,58.95625,0.867870389607742,0.194061718682214,0.406175845241692
"1",63,20,59.5775,0.807729924899993,0.180613901953718,0.378029241349676
"1",64,20,60.048125,0.925953233941849,0.207049437507974,0.433359453155899
"1",65,20,60.539375,0.750890644413966,0.167904252457825,0.351427639231673
"1",66,20,61.089375,0.856623525903637,0.191546843504608,0.400912151001129
"1",67,20,61.581875,1.04877336715703,0.234512854195446,0.490841044899018
"1",68,20,61.918125,1.05027780629448,0.234849257013381,0.491545144088925
"1",69,20,62.465625,0.91235015893022,0.204007697465071,0.426993018078846
"1",70,20,63.098125,0.864573927236934,0.193324607287574,0.404633053361933
"1",71,20,63.511875,0.860217947826688,0.192350580680584,0.402594392243869
"1",72,20,63.979375,0.859852678247543,0.192268903919676,0.402423440818602
"1",73,20,64.5775,0.871596765168752,0.194894961588625,0.407919842687976
"1",74,20,64.77375,0.912079932150455,0.203947272920181,0.426866548052916
"1",75,20,65.293125,0.89960220558282,0.201157168439193,0.421026792259894
"1",76,20,65.838125,0.923455992668161,0.206491037383555,0.432190708263507
"1",77,20,66.06375,0.772384167776359,0.172710350389254,0.361486917809996
"1",78,20,66.57125,0.796054208349895,0.178003132364515,0.372564837798955
"1",79,20,67.063125,0.792454911136407,0.177198305040456,0.370880314850056
"1",80,20,67.438125,0.827572494439389,0.185050835387554,0.387315849754503
"1",81,20,67.85625,0.818178537008307,0.18295028264819,0.382919342343461
"1",82,20,68.31375,0.905855404111436,0.202555426137871,0.42395337925749
"1",83,20,68.6075,0.636103992656613,0.142237176833921,0.297705832544526
"1",84,20,69,0.893056180822496,0.199693432804544,0.417963158367281
"1",85,20,69.46625,0.860787774137891,0.192477997717306,0.402861079166669
"1",86,20,69.68375,0.534840421355558,0.119593953926566,0.250313022330101
"1",87,20,70.014375,0.650382921115665,0.145430042301951,0.304388576771602
"1",88,20,70.27875,0.856429821686333,0.191503529924866,0.400821494636847
"1",89,20,70.674375,0.759246455981884,0.169772668725129,0.355338279422789
"1",90,20,71.024375,0.617540684255317,0.138086294886662,0.289017936781903
"1",91,20,71.365625,0.651615843297905,0.145705732082997,0.304965602114885
"1",92,20,71.816875,0.812092762315527,0.18158946205731,0.380071112113014
"1",93,20,71.996875,0.83411901010966,0.186514680793003,0.390379713400043
"1",94,20,72.346875,0.816733656176589,0.182627197472279,0.382243117298657
"1",95,20,72.771875,0.750141159961525,0.167736662639451,0.351076869710543
"1",96,20,73.1375,0.693887788592574,0.155158026405,0.324749481500184
"1",97,20,73.504375,0.653146168757926,0.146047923258627,0.305681816476686
"1",98,20,73.748125,0.650484068234046,0.145452659485194,0.304435915080172
"1",99,20,73.93625,0.865074342713417,0.193436503589815,0.404867255014122
"1",100,20,74.22125,0.700482681329172,0.156632689251335,0.327835986309706
"2",1,20,1.023125,0.136646573993681,0.0305551028342326,0.0639525652169682
"2",2,20,1.1025,0.188859109279629,0.0422301806519311,0.0883887839265002
"2",3,20,1.14625,0.128125401154699,0.0286497106626338,0.0599645335687307
"2",4,20,1.185625,0.135619618496192,0.0303254686040073,0.0634719352493912
"2",5,20,1.20875,0.167218931501883,0.0373912897963092,0.0782608689690272
"2",6,20,1.308125,0.14050396838374,0.0314176424414523,0.0657578813627591
"2",7,20,1.351875,0.147025049333707,0.0328758004705429,0.0688098411927743
"2",8,20,1.47,0.186439986110954,0.0416892482668209,0.0872565994326561
"2",9,20,1.478125,0.20285280345221,0.0453592657945546,0.0949380343983028
"2",10,20,1.55,0.232336529968696,0.0519520274666421,0.108736843162963
"2",11,20,1.65,0.155650164420763,0.0348044348353845,0.0728465193105462
"2",12,20,1.696875,0.180454242268315,0.0403507952540167,0.0844551850811616
"2",13,20,1.819375,0.210711318795221,0.0471164832454742,0.0986159327919036
"2",14,20,1.925,0.155808587020978,0.0348398592057098,0.0729206633697495
"2",15,20,2.07125,0.219152824591233,0.0490040613247085,0.102566679116315
"2",16,20,2.179375,0.262899914666359,0.0587862080472873,0.123040947510424
"2",17,20,2.3275,0.276538757158063,0.0618359459418736,0.129424122283433
"2",18,20,2.46875,0.279140480573379,0.0624177089834034,0.130641766323321
"2",19,20,2.53375,0.354043838350118,0.079166608956581,0.16569761685206
"2",20,20,2.768125,0.373516253257296,0.0835207732984341,0.174810987556406
"2",21,20,2.98,0.38809165358063,0.0867799318906587,0.181632484887063
"2",22,20,3.1525,0.422508174944269,0.0944757000224758,0.197739912704106
"2",23,20,3.33,0.455619156521621,0.101879540583346,0.213236329093011
"2",24,20,3.62875,0.505757964268535,0.113090918826635,0.236702013439285
"2",25,20,3.81625,0.461638600388249,0.103225529150598,0.216053515541229
"2",26,20,4.00875,0.537463279039405,0.120180442734205,0.251540557512131
"2",27,20,4.373125,0.554130349357394,0.123907312955884,0.259340986533763
"2",28,20,4.586875,0.726161444913559,0.162374635346619,0.33985401760625
"2",29,20,4.804375,0.703074486489612,0.157212234503653,0.329048988463426
"2",30,20,5.165,0.75044504339618,0.167804613041164,0.351219091535834
"2",31,20,5.428125,0.794966432177783,0.177759898218,0.372055742879447
"2",32,20,5.805,0.844149759100525,0.188757624453884,0.39507424843495
"2",33,20,6.11625,0.8309009457083,0.185795099717262,0.38887361289942
"2",34,20,6.55375,0.853804373316708,0.190916461822277,0.399592746976551
"2",35,20,6.88375,0.961436527997778,0.214983743265441,0.449966145961308
"2",36,20,7.25625,0.992475805087565,0.221924336619963,0.464492974804189
"2",37,20,7.628125,1.11783445336578,0.249955382531721,0.523162628167722
"2",38,20,8.10875,1.18231277031169,0.264373172508304,0.553339409400117
"2",39,20,8.58125,1.14153419963984,0.25525480690355,0.534254450852478
"2",40,20,8.959375,1.29646454347969,0.289898284963882,0.606764083761119
"2",41,20,9.399375,1.34163756847055,0.299999280426769,0.627905710238411
"2",42,20,9.9575,1.39463492676305,0.311849850003761,0.652709237421496
"2",43,20,10.361875,1.46696335902112,0.328022979127265,0.686559985712041
"2",44,20,10.945625,1.46576207837245,0.327754364608218,0.685997769062312
"2",45,20,11.461875,1.54344153108189,0.345124018279547,0.722352872013145
"2",46,20,12.004375,1.61452226822836,0.361018154294577,0.75561968101664
"2",47,20,12.51,1.76116550822699,0.393808579602351,0.82425082994009
"2",48,20,13.161875,1.87079561512011,0.41832261674171,0.875559299343427
"2",49,20,13.7625,1.87421913564584,0.4190881392035,0.877161556270145
"2",50,20,14.45375,2.11725018721528,0.473431534398753,0.990903589612025
"2",51,20,15.0325,2.12999181490891,0.476280648965447,0.996866854933881
"2",52,20,15.761875,2.11624152856824,0.473205991468665,0.990431522834049
"2",53,20,16.43,2.22882359222599,0.498380106207258,1.04312155053036
"2",54,20,17.0675,2.45237666678459,0.548368093336468,1.14774761002325
"2",55,20,17.7625,2.44675537030273,0.547111133230958,1.14511676228698
"2",56,20,18.470625,2.47642926235485,0.55374641720951,1.15900457126192
"2",57,20,19.243125,2.6599412432915,0.594780943615511,1.24489082209094
"2",58,20,19.980625,2.67830119407512,0.598886353417082,1.25348354355883
"2",59,20,20.6575,2.9026683504375,0.649056374771544,1.3584906050639
"2",60,20,21.566875,2.9547109880708,0.660693462319187,1.38284730922437
"2",61,20,22.27875,2.9122983892271,0.651209716907493,1.36299760195181
"2",62,20,23.181875,3.02573521676529,0.676574962660225,1.41608767145825
"2",63,20,23.830625,3.07109421128777,0.686717542174556,1.4373163343555
"2",64,20,24.549375,3.24460451679318,0.725515625965242,1.51852165699435
"2",65,20,25.5,3.30100164224516,0.738126406589863,1.54491632418655
"2",66,20,26.39,3.31091098928186,0.740342203948531,1.54955404135794
"2",67,20,27.013125,3.40060577759394,0.760398568337857,1.59153249446878
"2",68,20,27.813125,3.38857764709542,0.757708996594165,1.58590315611317
"2",69,20,28.713125,3.54448115078772,0.792570079812803,1.65886824185251
"2",70,20,29.4725,3.55570473805272,0.795079750220395,1.66412104238424
"2",71,20,30.365,3.49770977701274,0.782111682696612,1.63697856511777
"2",72,20,31.34875,3.50498916020548,0.783739402261935,1.64038542132182
"2",73,20,31.89875,3.59022544556745,0.802798815083829,1.68027723082094
"2",74,20,32.874375,3.78491525273615,0.846332779419382,1.77139486535901
"2",75,20,33.858125,3.65792055852775,0.817935902516206,1.71195951893059
"2",76,20,34.63375,3.62709580975715,0.811043279152164,1.69753309243167
"2",77,20,35.303125,3.80893572604364,0.851703920536109,1.78263679291594
"2",78,20,36.133125,3.87197945730129,0.865800927400842,1.81214216737898
"2",79,20,36.9675,3.87643733953851,0.866797740172655,1.81422852048813
"2",80,20,37.841875,3.82960308467917,0.85632528241855,1.79230941450002
"2",81,20,38.761875,3.78785384615991,0.846989868884759,1.77277016941594
"2",82,20,39.41,3.88754886582928,0.869282352984648,1.81942887486952
"2",83,20,40.30625,4.00496299838351,0.895536951175691,1.8743803804222
"2",84,20,40.93625,3.9990354511399,0.894211511318035,1.87160620291745
"2",85,20,41.975,3.9788627375433,0.889700755428771,1.86216508233766
"2",86,20,42.629375,4.01467758381339,0.897709198515134,1.87892694635578
"2",87,20,43.3325,3.81829779172811,0.85379734206414,1.78701837453012
"2",88,20,44.231875,3.83037649954798,0.856498223240699,1.79267138380076
"2",89,20,44.951875,3.78715209232409,0.846832951956723,1.77244173851102
"2",90,20,45.755,4.04083881013258,0.903559026557582,1.89117077716277
"2",91,20,46.515,4.02354623958831,0.899692290233312,1.88307760502402
"2",92,20,47.184375,4.07119792559169,0.910347531147916,1.9053792805638
"2",93,20,47.9775,3.89563816473326,0.871091175208609,1.82321478329442
"2",94,20,48.79625,4.09830296233119,0.916408401616131,1.91806482824443
"2",95,20,49.491875,4.0066664739597,0.895917859894327,1.87517763153284
"2",96,20,50.285625,4.04190482997871,0.903797395841714,1.8916696898083
"2",97,20,51.051875,3.96376946085614,0.886325796161202,1.85510121140799
"2",98,20,51.715,4.02269998030911,0.899503060905824,1.88268154348979
"2",99,20,52.539375,3.98384128262304,0.890813991951507,1.86449511315799
"2",100,20,53.198125,3.98620415959515,0.891342347304718,1.86560097362154
