"noise","Epoch","N","Acc","sd","se","ci"
"0",620,20,0.988750007748604,0.0151201265908047,0.00338096308854415,0.00707643707138952
"0",630,20,0.991250005364418,0.0186289888996427,0.00416556855316901,0.00871863518206955
"0",640,20,0.996250003576279,0.00915867997890684,0.0020479431017002,0.00428639417391809
"0",650,20,0.991250005364418,0.0146785685326334,0.00328222770513577,0.00686978153889456
"0",660,20,0.996250000596046,0.0122340123155589,0.00273560831751592,0.00572569401200026
"0",670,20,0.990000006556511,0.0149560701673136,0.00334427895703699,0.00699965630172996
"0",680,20,0.992500007152557,0.0117540474399968,0.00262828490865902,0.00550106353566167
"0",690,20,0.996250003576279,0.00915867997890684,0.0020479431017002,0.00428639417391809
"0",700,20,0.991250002384186,0.0167705092700722,0.00374999987451719,0.00784883994139262
"0",710,20,0.987500005960464,0.0172061773054478,0.00384741820878954,0.00805273885836504
"0",720,20,0.990000006556511,0.0188484187163115,0.00421463455180519,0.00882133149746865
"0",730,20,0.993750002980232,0.0137529869691028,0.00307526137565827,0.00643659603284555
"0",740,20,0.991250005364418,0.0146785685326334,0.00328222770513577,0.00686978153889455
"0",750,20,0.997500002384186,0.0076948303022696,0.00172061636312001,0.00360129143641872
"0",760,20,0.992500007152557,0.0117540474399968,0.00262828490865902,0.00550106353566167
"0",770,20,0.992500004172325,0.0142810099809077,0.00319333091046625,0.00668371840929145
"0",780,20,0.99125000834465,0.0122340004559766,0.00273560566563271,0.00572568846154493
"0",790,20,0.992500004172325,0.0142810099809077,0.00319333091046625,0.00668371840929145
"0",800,20,0.993750005960464,0.0111065308659596,0.00248349580104853,0.0051980164506166
"0",810,20,0.997500002384186,0.0076948303022696,0.00172061636312001,0.00360129143641872
"0",820,20,0.996250000596046,0.0122340123155589,0.00273560831751592,0.00572569401200026
"0",830,20,0.993750005960464,0.0111065308659596,0.00248349580104853,0.0051980164506166
"0",840,20,0.993750002980232,0.0179087549491333,0.00400451934586478,0.00838155531723842
"0",850,20,0.995000004768372,0.0102597737363595,0.00229415515082668,0.00480172191522495
"0",860,20,0.996250003576279,0.00915867997890684,0.0020479431017002,0.00428639417391809
"0",870,20,0.996250003576279,0.00915867997890684,0.0020479431017002,0.00428639417391809
"0",880,20,0.996250003576279,0.00915867997890684,0.0020479431017002,0.00428639417391809
"0",890,20,0.997500002384186,0.0076948303022696,0.00172061636312001,0.00360129143641872
"0",900,20,1,0,0,0
"0",910,20,0.991250005364418,0.0146785685326334,0.00328222770513577,0.00686978153889456
"0",920,20,0.993750002980232,0.0137529869691028,0.00307526137565827,0.00643659603284555
"0",930,20,0.998750001192093,0.00559016461254795,0.0012499988079071,0.00261627757293127
"0",940,20,0.993750005960464,0.0111065308659596,0.00248349580104853,0.0051980164506166
"0",950,20,0.998750001192093,0.00559016461254795,0.0012499988079071,0.00261627757293127
"0",960,20,0.995000004768372,0.0102597737363595,0.00229415515082668,0.00480172191522495
"0",970,20,0.997500002384186,0.0076948303022696,0.00172061636312001,0.00360129143641872
"0",980,20,0.995000004768372,0.0102597737363595,0.00229415515082668,0.00480172191522495
"0",990,20,0.995000004768372,0.0102597737363595,0.00229415515082668,0.00480172191522495
"0",999,20,0.997500002384186,0.0076948303022696,0.00172061636312001,0.00360129143641872
"0.5",0,20,0.100000001117587,0.0573539333821765,0.0128247293819541,0.0268424670877069
"0.5",10,20,0.187500002980232,0.0732246028738165,0.016373518965128,0.0342701690493236
"0.5",20,20,0.214999998733401,0.0670820387462779,0.0149999998705952,0.0313953605452773
"0.5",30,20,0.291249997541308,0.0882113913424594,0.0197246667431576,0.0412842019586164
"0.5",40,20,0.33125,0.0854073029242998,0.0190976535113651,0.0399718481820425
"0.5",50,20,0.440000000596046,0.0957656108455467,0.0214138415757433,0.0448196855153196
"0.5",60,20,0.554999999701977,0.0767771899218702,0.0171679015786714,0.0359328309678735
"0.5",70,20,0.561249995231628,0.0954473564736433,0.0213426777347721,0.0446707378843627
"0.5",80,20,0.6375,0.0852627541774646,0.0190653314289665,0.0399041972860936
"0.5",90,20,0.656250002980232,0.0760345357030272,0.0170018390469603,0.0355852580944665
"0.5",100,20,0.688749998807907,0.0552952626808922,0.0123643966188182,0.0258789795414313
"0.5",110,20,0.759999999403954,0.0749561269748353,0.0167606995245837,0.0350805472736637
"0.5",120,20,0.763750004768372,0.0680919524786889,0.0152258234463034,0.031868014721287
"0.5",130,20,0.815000003576279,0.0482591711549805,0.0107910787240333,0.0225859873424155
"0.5",140,20,0.827500003576279,0.0578678203399458,0.0129396379989864,0.0270829735872143
"0.5",150,20,0.862499997019768,0.078009778937934,0.0174435168614952,0.0365097003845863
"0.5",160,20,0.838750001788139,0.0558869908359801,0.0124967110567159,0.0261559168426967
"0.5",170,20,0.869999998807907,0.0610220007409516,0.013644934177981,0.0285591754553324
"0.5",180,20,0.888749995827675,0.0503115225881275,0.0112499984558569,0.0235465173801649
"0.5",190,20,0.904999998211861,0.0463113139746008,0.0103555246174543,0.0216743621203493
"0.5",200,20,0.911249998211861,0.0367020335276975,0.00820682418804079,0.0171770804358693
"0.5",210,20,0.916249996423721,0.0374121845316284,0.00836561877994872,0.0175094413364426
"0.5",220,20,0.896249994635582,0.0346742316174651,0.00775339389642244,0.0162280399285147
"0.5",230,20,0.916250002384186,0.0508318991180382,0.0113663581853345,0.0237900610929259
"0.5",240,20,0.9375,0.0433012741738593,0.00968245925651054,0.020265620129705
"0.5",250,20,0.945000001788139,0.0402296118238896,0.00899561467466464,0.0188280378982615
"0.5",260,20,0.932500001788139,0.0389838059658179,0.00871704401612306,0.0182449828090816
"0.5",270,20,0.942500007152557,0.0473647674642012,0.0105910839788424,0.0221673935299757
"0.5",280,20,0.938750001788139,0.0489864378678675,0.0109537005048122,0.0229263586413563
"0.5",290,20,0.948750001192093,0.0401272697723086,0.00897273029623545,0.018780140343739
"0.5",300,20,0.948749995231628,0.0417346029993461,0.00933214093205045,0.01953239544991
"0.5",310,20,0.946250003576279,0.0374121853701486,0.00836561896744754,0.0175094417288821
"0.5",320,20,0.933750003576279,0.0382813383812327,0.0085599674890108,0.0179162178594527
"0.5",330,20,0.948750004172325,0.0409388237774051,0.00915419928851626,0.019159959309712
"0.5",340,20,0.954999998211861,0.0309923699222966,0.00693010459300751,0.0145048756127302
"0.5",350,20,0.959999999403954,0.0338339651789936,0.00756550460885905,0.0158347831300789
"0.5",360,20,0.970000001788139,0.0309923628368063,0.00693010300864371,0.0145048722966187
"0.5",370,20,0.963750004768372,0.0339068053332181,0.00758179216249281,0.0158688733716218
"0.5",380,20,0.958750009536743,0.0272355721636198,0.00609005907639549,0.0127466401396634
"0.5",390,20,0.965000000596047,0.0296914001396831,0.00663919890594782,0.0138960030121501
"0.5",400,20,0.960000005364418,0.0296914048942227,0.00663919996909519,0.0138960052373431
"0.5",410,20,0.963750001788139,0.0329223636624036,0.00736166431291033,0.0154081404874005
"0.5",420,20,0.966250011324883,0.0356102789767238,0.0079627004489686,0.0166661235777391
"0.5",430,20,0.96625000834465,0.0272355712997442,0.00609005888322703,0.0127466397353572
"0.5",440,20,0.963749998807907,0.0297743756167918,0.00665775278667588,0.0139348367308166
"0.5",450,20,0.96125001013279,0.0206394557928042,0.00461512261713119,0.00965956265169941
"0.5",460,20,0.962500005960464,0.0329473282873307,0.00736724657274731,0.0154198242915173
"0.5",470,20,0.97875000834465,0.0186289971090523,0.00416557038884881,0.00871863902419154
"0.5",480,20,0.972500002384186,0.0241976545390737,0.0054107600445425,0.0113248509258588
"0.5",490,20,0.986250004172325,0.0249670860121059,0.0055828101523153,0.0116849559399908
"0.5",500,20,0.971250009536743,0.0259997526332783,0.00581372142861895,0.0121682587957285
"0.5",510,20,0.968750005960465,0.0291039471607687,0.00650784042650408,0.0136210665549239
"0.5",520,20,0.973750004172325,0.0286482799860216,0.00640595014871909,0.0134078077526095
"0.5",530,20,0.987500005960464,0.0172061773054478,0.00384741820878954,0.00805273885836504
"0.5",540,20,0.975000005960465,0.0256494649174407,0.00573539471418935,0.0120043190983246
"0.5",550,20,0.987500005960464,0.0172061773054478,0.00384741820878954,0.00805273885836504
"0.5",560,20,0.980000004172325,0.0208377215465392,0.00465945618742737,0.00975235388074712
"0.5",570,20,0.977500003576279,0.0291321885772431,0.00651415539920584,0.0136342839446916
"0.5",580,20,0.980000001192093,0.0276253180234605,0.00617720890005078,0.0129290468169114
"0.5",590,20,0.976250004768372,0.0262515661303079,0.00587002863831996,0.0122861111400693
"0.5",600,20,0.981250014901161,0.0137529841178277,0.00307526073809378,0.00643659469840774
"0.5",610,20,0.985000005364418,0.022064496194751,0.00493377133807487,0.010326502089541
"0.5",620,20,0.983750009536743,0.016770506464179,0.0037499992471004,0.00784883862819418
"0.5",630,20,0.986250007152557,0.0171583154206952,0.00383671596600575,0.00803033880678244
"0.5",640,20,0.971250006556511,0.0247021750369085,0.00552357425746257,0.0115609737871797
"0.5",650,20,0.983750003576279,0.025999750521756,0.0058137209564682,0.0121682578075056
"0.5",660,20,0.981250002980232,0.0267480984266207,0.00598105663507791,0.0125184954079965
"0.5",670,20,0.983750009536743,0.0203181874270533,0.00454328482664726,0.00950920442820101
"0.5",680,20,0.981250005960465,0.0196599390881874,0.00439609602346921,0.00920113472260978
"0.5",690,20,0.975000008940697,0.021459878343817,0.00479857467656505,0.0100435322249252
"0.5",700,20,0.982500010728836,0.0200328627185509,0.0044794842822601,0.00937566835411434
"0.5",710,20,0.980000004172325,0.0208377215465392,0.00465945618742737,0.00975235388074712
"0.5",720,20,0.982500004768372,0.0230845119706492,0.00516185379937793,0.0108038841674369
"0.5",730,20,0.990000006556511,0.0149560701673136,0.00334427895703699,0.00699965630172996
"0.5",740,20,0.977500006556511,0.0255208879860211,0.0057066440382901,0.0119441432420869
"0.5",750,20,0.97875000834465,0.0218773487092215,0.00489192388812865,0.0102389143701879
"0.5",760,20,0.990000006556511,0.0149560701673136,0.00334427895703699,0.00699965630172996
"0.5",770,20,0.988750007748604,0.0151201265908047,0.00338096308854415,0.00707643707138952
"0.5",780,20,0.985000005364418,0.0188484253738181,0.00421463604046891,0.00882133461327761
"0.5",790,20,0.967500004172325,0.024468027515882,0.00547121728008475,0.0114513893741118
"0.5",800,20,0.988750004768372,0.0171583163348536,0.00383671617041777,0.00803033923462173
"0.5",810,20,0.983750009536743,0.0203181874270533,0.00454328482664726,0.00950920442820101
"0.5",820,20,0.988750004768372,0.0236128320975529,0.00527998977114172,0.0110511455980294
"0.5",830,20,0.987500002980232,0.0190221481686145,0.00425348163830951,0.00890263938396587
"0.5",840,20,0.975000008940697,0.021459878343817,0.00479857467656505,0.0100435322249252
"0.5",850,20,0.982500004768372,0.0200328689824312,0.00447948568290632,0.00937567128570056
"0.5",860,20,0.995000004768372,0.0102597737363595,0.00229415515082668,0.00480172191522495
"0.5",870,20,0.990000006556511,0.0149560701673136,0.00334427895703699,0.00699965630172996
"0.5",880,20,0.980000007152557,0.0251312317512844,0.00561951425541731,0.0117617785106788
"0.5",890,20,0.990000009536743,0.0125656052652444,0.00280975475515157,0.00588088428952036
"0.5",900,20,0.995000004768372,0.0102597737363595,0.00229415515082668,0.00480172191522495
"0.5",910,20,0.97875000834465,0.0247021707507796,0.00552357329905501,0.0115609717812096
"0.5",920,20,0.98500000834465,0.0170139228655707,0.00380442880913541,0.00796276101080438
"0.5",930,20,0.993750005960464,0.0111065308659596,0.00248349580104853,0.0051980164506166
"0.5",940,20,0.992500007152557,0.0117540474399968,0.00262828490865902,0.00550106353566167
"0.5",950,20,0.987500005960464,0.0172061773054478,0.00384741820878954,0.00805273885836504
"0.5",960,20,0.983750006556511,0.0186289947935781,0.00416556987109303,0.00871863794051624
"0.5",970,20,0.987500008940697,0.0151744177477843,0.0033931029603025,0.00710184611499717
"0.5",980,20,0.988750001788139,0.0189788674786413,0.00424380378182021,0.00888238339753865
"0.5",990,20,0.988750001788139,0.0189788674786413,0.00424380378182021,0.00888238339753865
"0.5",999,20,0.981250011920929,0.0159666563943085,0.00357025290710555,0.00747262521489311
"5",0,20,0.0975000015459955,0.0472256615847029,0.0105599789585796,0.0221022899743527
"5",10,20,0.105000001005828,0.0559605113531326,0.0125131507441253,0.0261903255038916
"5",20,20,0.110000000335276,0.0540467621694188,0.0120852234174585,0.0252946633156391
"5",30,20,0.118750000279397,0.0572821950723851,0.0128086882082257,0.0268088925252324
"5",40,20,0.0962500009685755,0.0575114397577364,0.0128599488782183,0.026916182340572
"5",50,20,0.107500001974404,0.0494043472858409,0.0110471478915148,0.0231219462695464
"5",60,20,0.106250001676381,0.0485818633075831,0.0108632348829359,0.0227370119186722
"5",70,20,0.0950000011362135,0.0455954742873113,0.0101954579972772,0.0213393388340107
"5",80,20,0.10750000141561,0.0480542455944268,0.0107452559756608,0.0224900792278327
"5",90,20,0.0875000013969839,0.0490032224406788,0.0109574536493901,0.0229342140632376
"5",100,20,0.117500001564622,0.0639181196755977,0.0142925260588603,0.0299146008394523
"5",110,20,0.101250001974404,0.0503115300851268,0.0112500001322369,0.0235465208888685
"5",120,20,0.111250001750886,0.0409388186827943,0.00915419814932665,0.0191599569253607
"5",130,20,0.110000001266599,0.0650910295780937,0.0145547966862067,0.0304635395712529
"5",140,20,0.0950000016018748,0.0368138986202445,0.00823183798316524,0.0172294349107568
"5",150,20,0.120000002346933,0.030992359863428,0.00693010234377611,0.0145048709050348
"5",160,20,0.130000000819564,0.0376968506436036,0.00842927205767544,0.0176426691778665
"5",170,20,0.0912500003352761,0.0539706291823279,0.0120681995640119,0.0252590319808768
"5",180,20,0.107500001974404,0.0526282899129454,0.0117680433784912,0.0246307978645026
"5",190,20,0.120000001136214,0.0631414446378401,0.014118856240775,0.029551105732675
"5",200,20,0.12875000173226,0.0474861468425432,0.0106182252329464,0.022224200827682
"5",210,20,0.12125000115484,0.0446293209849208,0.00997941955119408,0.0208871651696818
"5",220,20,0.120000001043081,0.0576970305331614,0.012901448237203,0.0270030414971695
"5",230,20,0.123750000726432,0.0604125066719742,0.0135086471609694,0.0282739234504235
"5",240,20,0.103750001173466,0.0382813329873738,0.00855996628290729,0.017916215335049
"5",250,20,0.113750001974404,0.0417345933978659,0.0093321387850942,0.0195323909562789
"5",260,20,0.115000000968575,0.0635568543124219,0.0142117446678626,0.0297455234449455
"5",270,20,0.111250001098961,0.0447764914377918,0.010012327864884,0.0209560430618248
"5",280,20,0.125000000745058,0.0673756138312002,0.0150656452552339,0.0315327579143869
"5",290,20,0.131250001396984,0.0653306358083487,0.014608374268075,0.0305756787388803
"5",300,20,0.123750001564622,0.0558869866523391,0.0124967101212254,0.0261559148846924
"5",310,20,0.144999999925494,0.0615586994625101,0.0137649436604652,0.0288103581889289
"5",320,20,0.128750001639128,0.0597555324265847,0.0133617432537536,0.0279664500389343
"5",330,20,0.140000002086163,0.0564288079470441,0.0126178650458871,0.0264094950563195
"5",340,20,0.128750002291054,0.0660317912539897,0.0147651573919997,0.03090382958858
"5",350,20,0.143750001210719,0.0729432912768245,0.0163106157797547,0.0341385111692383
"5",360,20,0.141250000987202,0.0488519516398379,0.010923628470021,0.0228634171491734
"5",370,20,0.137500002421439,0.0651415466554812,0.014566092648113,0.0304871822912405
"5",380,20,0.153750002384186,0.0563558950040714,0.0126015612161944,0.0263753707485938
"5",390,20,0.148750001378357,0.0552952597068198,0.0123643959537954,0.0258789781495226
"5",400,20,0.158750000409782,0.064519987590288,0.0144271078159327,0.0301962836942892
"5",410,20,0.137500000931323,0.0749999999411797,0.0167705098180958,0.0351010804539652
"5",420,20,0.159999999776483,0.0680557021219318,0.0152177176201116,0.0318510490320868
"5",430,20,0.14750000257045,0.0769056165857622,0.01719661865373,0.0359929364967434
"5",440,20,0.175000000931323,0.0823183799507437,0.0184069493367519,0.0385261877300967
"5",450,20,0.187500001862645,0.0864124147444852,0.0193224033468574,0.0404422549939522
"5",460,20,0.168750002142042,0.0802442832385315,0.0179431672127103,0.0375554805884732
"5",470,20,0.151249999646097,0.0897639439559729,0.0200718280614037,0.0420108189484656
"5",480,20,0.178750001639128,0.0832225134377406,0.0186091197305178,0.038949335227338
"5",490,20,0.168750000465661,0.0906391786965553,0.0202675364990248,0.0424204414160574
"5",500,20,0.171250000968575,0.0893231138941364,0.0199732554629245,0.0418045041287431
"5",510,20,0.18500000089407,0.0812727694904331,0.0181731437300279,0.038036826971168
"5",520,20,0.172500001266599,0.0678135975834005,0.0151635813995299,0.0317377406201945
"5",530,20,0.173750001005828,0.0908566682642371,0.0203161686447982,0.0425222296669785
"5",540,20,0.194999999925494,0.0833508732248568,0.0186378218514747,0.0390094094569133
"5",550,20,0.223750001378357,0.0833015304644011,0.0186267884748171,0.0389863163341676
"5",560,20,0.182500002160668,0.0721383907811679,0.0161306345574136,0.0337618061415365
"5",570,20,0.204999999329448,0.0723660267665971,0.016181535511168,0.033868343062137
"5",580,20,0.219999999180436,0.0686332711100282,0.0153468659720195,0.0321213596392173
"5",590,20,0.213750001229346,0.0779992409353835,0.0174411604924902,0.0365047684475778
"5",600,20,0.211250000633299,0.0961341587023505,0.0214962513818209,0.0449921712217589
"5",610,20,0.223750000819564,0.108359474699687,0.0242299151434668,0.0507137952315482
"5",620,20,0.252500004321337,0.0920883459331432,0.0205915801442025,0.0430986725600923
"5",630,20,0.242500000447035,0.0803364631091953,0.0179637792584065,0.0375986220959258
"5",640,20,0.242499998677522,0.107330035289122,0.0239997254933929,0.0502320027568676
"5",650,20,0.271250000596046,0.100418530823181,0.022454266112129,0.0469973190967714
"5",660,20,0.246250000223517,0.104275381196875,0.0233166840735916,0.0488023806350664
"5",670,20,0.247500001639128,0.0838623560901867,0.0187521928970951,0.0392487908065247
"5",680,20,0.251250000670552,0.101785053960796,0.0227598299749824,0.0476368716118815
"5",690,20,0.262499998509884,0.0975016848036341,0.0218020395141684,0.0456321931383149
"5",700,20,0.24750000257045,0.1060350008782,0.0237101469957905,0.0496259079957463
"5",710,20,0.258750002086163,0.0943380662699314,0.0210946329045447,0.044151574088125
"5",720,20,0.268750001490116,0.128727322457057,0.0287843043575514,0.0602462414097649
"5",730,20,0.28875000141561,0.0985002670167187,0.0220253292851263,0.0460995440000332
"5",740,20,0.267499999701977,0.101663787860249,0.0227327140505635,0.0475801173298152
"5",750,20,0.252499997708946,0.133253810134514,0.0297964577721623,0.0623647028532972
"5",760,20,0.291249999031425,0.101720397885793,0.0227453724370959,0.0476066116373175
"5",770,20,0.281249999254942,0.106337036855187,0.0237776842934098,0.0497672651842333
"5",780,20,0.297499998472631,0.130510133583589,0.0291829530445483,0.0610806227009078
"5",790,20,0.316249998658895,0.117617521942834,0.026300077440925,0.0550466947166573
"5",800,20,0.281249998137355,0.112937741150855,0.0252536466438586,0.0528564898871237
"5",810,20,0.291249998658896,0.115643222562953,0.0258586106787901,0.0541226941642872
"5",820,20,0.265000001527369,0.109243812978818,0.0244276591941912,0.0511276782863304
"5",830,20,0.303749999403954,0.0967481135073926,0.0216335358497396,0.0452795109154094
"5",840,20,0.302500001713634,0.114104060391402,0.0255144435543916,0.0534023440941847
"5",850,20,0.302499999850988,0.120279278255624,0.0268952642464188,0.0562924350174222
"5",860,20,0.312499999254942,0.105599787531814,0.023612830333067,0.0494222218797715
"5",870,20,0.323750002682209,0.125780456932663,0.0281253651942419,0.0588670658905666
"5",880,20,0.336249999701977,0.133642047022547,0.0298832701794639,0.0625464033100005
"5",890,20,0.344999996945262,0.113728665536924,0.02543050271309,0.0532266538941932
"5",900,20,0.304999996162951,0.130686443275196,0.0292223770901009,0.0611631381765715
"5",910,20,0.327499999478459,0.120279280594825,0.0268952647694801,0.0562924361122022
"5",920,20,0.324999998323619,0.140253527872308,0.0313616422406642,0.0656406715954578
"5",930,20,0.337499997764826,0.119345800182974,0.0266865322038238,0.0558555538313451
"5",940,20,0.308749998360872,0.124940773900883,0.0279376063603806,0.0584740821348672
"5",950,20,0.359999997168779,0.108336703900235,0.0242248234379191,0.0507031381693589
"5",960,20,0.35375000089407,0.128573907763823,0.0287499997892697,0.0601744411231753
"5",970,20,0.347499997168779,0.119731055298476,0.0267726778665178,0.0560358587755467
"5",980,20,0.337499997764826,0.117120042910839,0.0261888377476329,0.0548138673627919
"5",990,20,0.33875000141561,0.132653832954099,0.0296622987961266,0.0620839048893396
"5",999,20,0.332499999925494,0.109454386892762,0.0244747449527777,0.0512262299116721
