"slope","Type","N","corr","sd","se","ci"
"0.005","Between",20,-0.00890662578507868,0.0127986560540188,0.00286186649574252,0.0059899554160943
"0.005","Within",20,0.972704060805438,0.00436163115370603,0.000975290375246751,0.00204130621542436
"0.05","Between",20,0.0271600644359186,0.0456008150569081,0.0101966522296642,0.0213418383911234
"0.05","Within",20,0.972431029210505,0.0138532999758353,0.0030976920458664,0.00648354396514766
"0.5","Between",20,0.122525180405591,0.0693621521913856,0.0155098487365624,0.0324624864858594
"0.5","Within",20,0.90074182294083,0.0530729505543463,0.0118674725206004,0.0248389054506462
