0.05,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,1.0,0.36861961421645967,0.3780889142729177,0.38544672229351984,0.357596029635546,0.7660587453804115,0.6832053010013853,0.7051873908474641,0.6419054066865238,0.6434050799033668,0.810544613719646,0.18740458104296184,0.21580905720807156,0.18033578829761968,0.16880732789629097,0.28035447857769147,0.07539500970903731,0.06983694086653577,0.07266701811878648,0.07390917309096635,0.027979975858336666,-0.07220758291366058,-0.028869108934335398,-0.07318875853472133,-0.0406159110066842,0.30679186015862225,0.0972799769304302,0.020330031219586278,0.05619804406059066,0.0017278553202015135,0.0293208319930441,-0.017453278099225075,-0.026681624225137857,-0.0029278760904005883,0.00020795002667507343,-0.13243591609879599,-0.17437281928595702,-0.16360022937560278,-0.13945030062425218,-0.15037657808692323,0.2713192103235183,-0.033613736755292625,0.012743566025906754,-0.03886656114838067,0.0013784075370482283,0.7161800202492823,0.5698889504729976,0.5733495664695993,0.5534971657406519,0.6320115693845245
1,0.36861961421645967,1.0,0.9811281475090909,0.9661036784511216,0.9633960073121675,0.18283331750898976,0.0984891707211308,0.0852723558520408,0.09552242943024887,0.0687879588575789,0.5217462194491278,0.09215623772778175,0.11924404612137973,0.10195597016373532,0.08906804470192542,0.11923072574340761,0.03804399999239023,0.04235009284591411,0.07631382847618991,0.08898570343405811,0.1337653666902259,0.1143642055844969,0.08027607793127255,0.1069181312764308,0.094115399830544,0.029062628512835604,0.014502338809685917,0.06078233258366717,-0.047869745398369155,-0.02710456811823201,0.006211739191438302,0.02694835302245703,0.0289474756764454,0.04366383346513014,0.03548476387795399,0.08081472768521605,0.012312564536464954,0.013578840622009362,0.002028265881658885,0.01292091148531059,0.5503865788186039,-0.04548054245643885,-0.02169274275671742,-0.029735138259761783,-0.005123075147942537,0.04629011083330253,-0.016212146205377687,0.0062749084113271625,-0.0005937904802596156,0.04566036790205142
2,0.3780889142729177,0.9811281475090909,1.0,0.9950968307915525,0.9898783939503538,0.17657838383571037,0.08747287048831959,0.07752263680486293,0.08596901024203511,0.060033729479633084,0.5269226642233394,0.08911877955144815,0.11455444884515757,0.09856024609530452,0.08835956243651454,0.11057757630459382,0.040740311289687366,0.04965157550637439,0.07941824751297716,0.09122672002054658,0.15270816481468907,0.11855006262802424,0.08253099320113201,0.1095986982751561,0.09881263907412105,0.017179352222972604,0.0028460730032053407,0.04070726005890352,-0.0550146179716324,-0.0523721645386323,-0.0026799094424259998,0.02040237860771443,0.02185577532257017,0.038987753163713654,0.029005344604065838,0.09419860190656584,0.02420930746927939,0.026319628192844932,0.0037303248204869684,0.01998567136357352,0.5494370156328484,-0.011857400677836787,0.007854348698342556,0.0009454411022296707,0.03412517897545512,0.05609489100810238,-0.020513932970699467,0.0030425798474370343,-0.0034329554996945706,0.04318853409770979
3,0.38544672229351984,0.9661036784511216,0.9950968307915525,1.0,0.990729943856177,0.1662207852539237,0.07498779559659506,0.06561451975664542,0.0715580568840832,0.0470248769196778,0.5315290948927133,0.10427921729869202,0.12623891892111677,0.11244513148852327,0.1028427985375347,0.12615532122746845,0.045920662938168995,0.05588706344770206,0.08607115013804764,0.09803505756857064,0.14524668384265849,0.10554456618625167,0.07087745911634168,0.09730763466691725,0.087736232302999,0.024566098332370116,0.003399146473583647,0.034188307224679006,-0.05518777996163245,-0.06257004628061857,-0.01813470092186825,-0.003552327242000533,-0.0023316324479264947,0.01451048251429545,0.005702787639099152,0.09999083917940695,0.031192841120326026,0.034211565903680574,0.008967348685650814,0.02541089645936964,0.5162399423530201,-0.015321685088562853,0.003735521762273624,-0.0026852865790264074,0.033256940937066576,0.0762222052145558,-0.013749308893886762,0.013571963186732974,0.007108244594610355,0.05879875518324744
4,0.357596029635546,0.9633960073121675,0.9898783939503538,0.990729943856177,1.0,0.16208382706104676,0.07347925367720137,0.061071546013118795,0.07656901351642144,0.04861248877996272,0.5199126522795862,0.0874811528845518,0.11499195014918513,0.09745006003224557,0.08796975011484175,0.09328516168504354,0.046142953241185815,0.0579757009693525,0.08412015736926047,0.09511556200262,0.1911334784155637,0.15302200715192976,0.11761504583329636,0.14574865555784539,0.1352261954115588,0.00013825512657217583,-0.021981513706209536,0.018293539077901145,-0.06869338197316648,-0.07898448148890279,0.007771662664804814,0.03460482602364331,0.03379326985926114,0.051975506825197665,0.04566835367847771,0.12013445502987807,0.04102243620142609,0.04643477137636882,0.02824329809050827,0.0387549255238814,0.5393092095622146,-0.04633947540027008,-0.03168034722196415,-0.034851886403248065,-0.002698617426708161,0.04171101381733422,-0.040529054539766504,-0.015974109374227673,-0.022521692549041763,0.02512495941276674
5,0.7660587453804115,0.18283331750898976,0.17657838383571037,0.1662207852539237,0.16208382706104676,1.0,0.9806186789991607,0.9810456911044562,0.9491468601456503,0.9631752279073565,0.7221769326418994,0.1458764630221802,0.1949997220027144,0.13971678025289275,0.12974063983367556,0.1794437620230419,0.00870926919648689,0.017147756399554515,0.012240980406302645,0.015419767593332202,0.06908922352788958,0.03599942360956686,0.08657390599965432,0.05365293737690763,0.06430354406099989,0.07402680986805125,0.12568654750258743,-0.000961516195119793,0.05033316549337078,0.022994342931092263,0.058057688238063294,0.003214971470133417,-0.0015944502793089573,0.017102999063279903,0.026410430118674496,-0.04593046517814078,-0.11815322423236867,-0.08411674538218554,-0.01864770053584653,-0.058833436796728526,0.28087616533082516,-0.006272191557492298,0.033465875652213914,-0.02868869027311754,0.019389384105757197,0.34786295217563257,0.22228923221954114,0.2030941692582765,0.18498731847792188,0.24392793485600148
6,0.6832053010013853,0.0984891707211308,0.08747287048831959,0.07498779559659506,0.07347925367720137,0.9806186789991607,1.0,0.9863096518141523,0.9755000157982296,0.9926451300471202,0.6002623474805493,0.056953035134110146,0.10029859257535681,0.05123192829516531,0.04213877982138327,0.07586595905452166,-0.04733986007538849,-0.04135867414823286,-0.04414212109257061,-0.04049318332536356,0.07745551494139644,0.0764210933096606,0.13007247893360868,0.09799069217969945,0.1056874557035974,0.016033155699841605,0.11084956919203223,-0.02154921940763009,0.026222646098746225,0.022821384410872694,0.04829902824381146,0.002467513582043193,-0.0008724687518179332,0.01727203467917108,0.02730692707780541,-0.03413937410051262,-0.11073710406563361,-0.07397081463575829,-0.005969276459970264,-0.047354717499629745,0.25949967469001856,0.033865771237557324,0.06882074927459444,0.009823887828269753,0.05443081986048466,0.2934942654676989,0.1933067638482066,0.17060420682275018,0.1559251727573905,0.20217277453166851
7,0.7051873908474641,0.0852723558520408,0.07752263680486293,0.06561451975664542,0.061071546013118795,0.9810456911044562,0.9863096518141523,1.0,0.9708935294917098,0.9860556711351667,0.6474640130397293,0.11850935099580413,0.1646055336505767,0.11022633924184264,0.10034698529997611,0.1451358888224467,-0.023674953917240976,-0.018932313436991144,-0.023710796248287067,-0.02016861643944482,0.06313545599177084,0.05104914729050572,0.10789375385970955,0.07193074535226321,0.07795086398824297,0.0606031705169236,0.1555882068870321,0.021318595055937403,0.07820859667485013,0.057663870414117746,0.04617913754945644,-0.005903286678219452,-0.009442158354853347,0.008992078265348697,0.017431246942290462,-0.04085941091181567,-0.11124416575543118,-0.07671329981644281,-0.010835347591249041,-0.052812234230636856,0.25727133367952054,0.03569557927432617,0.07568946156327484,0.012980531239098363,0.05779672531570763,0.3224907541269383,0.20840242527204084,0.1909061394213677,0.17313690347067262,0.22340745980395949
8,0.6419054066865238,0.09552242943024887,0.08596901024203511,0.0715580568840832,0.07656901351642144,0.9491468601456503,0.9755000157982296,0.9708935294917098,1.0,0.9809669491931811,0.5638795158923774,0.03165313578208561,0.07647002259134006,0.02585435658501815,0.015767502318619717,0.0328265125824746,-0.06916210340722315,-0.06908174663044955,-0.06724346776270766,-0.06434779345995438,0.06309202300143314,0.07726477291765399,0.12389697953318878,0.09770441059250731,0.09933016516649103,0.0023745676608268027,0.08769892392562889,-0.042072789320948635,-0.0012645705306573829,-9.850831463165223e-05,0.054308052080952664,0.016256227790877226,0.01190162289260335,0.03116406871708834,0.04007280869229295,-0.019578156220453138,-0.10723857299052636,-0.06773420106016821,-0.005592502861748419,-0.04728217032507277,0.2834038492774592,0.08720569599801346,0.1203233995910731,0.06437499760908716,0.10323794044007704,0.24081372464359793,0.14992947665220585,0.136280207839485,0.11891805171131221,0.1540140969830875
9,0.6434050799033668,0.0687879588575789,0.060033729479633084,0.0470248769196778,0.04861248877996272,0.9631752279073565,0.9926451300471202,0.9860556711351667,0.9809669491931811,1.0,0.5630602750223124,0.030544671408142984,0.07255426436270788,0.024522669481647788,0.01546581233833152,0.04773420138111083,-0.050051575523549906,-0.04423895840840219,-0.046418744344593206,-0.04222916397801712,0.09918244036607983,0.10045393032663692,0.15645891237985635,0.12329038242966701,0.12861688346572436,0.00993611128808699,0.137061816436227,7.840282663399109e-05,0.04716285061877685,0.05246257947238666,0.0626250865922777,0.017851831542380216,0.014674895575444978,0.033089121530412276,0.04226981202423022,-0.015703508611253792,-0.09491996650288351,-0.058037317920289294,0.011366070818512994,-0.033083468792703186,0.2694502714704635,0.04458394540445925,0.07889436314031942,0.02282569278876764,0.0628627109392945,0.2529101926159185,0.16446861375910596,0.14338429365357946,0.12810735540116974,0.16856287760497227
