"Sub","slope","Type","N","corr","sd","se","ci"
"Sub1","0.005","Between",720,-0.0147135416172587,0.092372999597863,0.00344253843977304,0.00675862850050161
"Sub1","0.005","Within",60,0.970661477436056,0.0385612183571461,0.00497823188355649,0.00996141899004818
"Sub10","0.005","Between",720,-0.00801079548715874,0.097654499971603,0.00363936833742093,0.0071450585082611
"Sub10","0.005","Within",60,0.978479810673461,0.0194726078487884,0.00251390286351951,0.00503030801086541
"Sub11","0.005","Between",720,-0.0066130504226755,0.0984964080766658,0.00367074439998307,0.00720665815467782
"Sub11","0.005","Within",60,0.974469024727026,0.0259982829552678,0.00335636389719135,0.00671606864546221
"Sub12","0.005","Between",720,0.00928866203329758,0.111613964270685,0.00415960685579142,0.00816642658848197
"Sub12","0.005","Within",60,0.972127211056496,0.0332173679477127,0.00428834376221118,0.00858095604783822
"Sub13","0.005","Between",720,-0.0168366325850764,0.0824456660205542,0.0030725685612034,0.00603227816066553
"Sub13","0.005","Within",60,0.974916709012212,0.021573974888353,0.00278518818180294,0.00557314867889374
"Sub14","0.005","Between",720,-0.0206600134869231,0.0876235383503327,0.00326553646967339,0.00641112604535422
"Sub14","0.005","Within",60,0.976973723951618,0.0212946687031316,0.00274912990834109,0.00550099624035475
"Sub15","0.005","Between",720,-0.0050453548306113,0.0793642635993368,0.00295773147320549,0.00580682208241519
"Sub15","0.005","Within",60,0.970535312518823,0.0300601067983001,0.00388074310050109,0.00776534900765062
"Sub16","0.005","Between",720,-0.0255616339659528,0.0784379150702098,0.00292320850183907,0.00573904420795391
"Sub16","0.005","Within",60,0.972591671882172,0.0340168670238581,0.00439155864911849,0.00878748855948966
"Sub17","0.005","Between",720,-0.0203936769327295,0.086085786409972,0.00320822783848708,0.00629861379463086
"Sub17","0.005","Within",60,0.977474253919065,0.0249608390005784,0.0032224304585535,0.0064480684537764
"Sub18","0.005","Between",720,0.00183177303095046,0.0868122136534784,0.00323530018344022,0.00635176408630567
"Sub18","0.005","Within",60,0.973864790212758,0.0242435129269642,0.00312982406065655,0.00626276347960322
"Sub19","0.005","Between",720,0.0129351583154398,0.0847989190051229,0.00316026912189923,0.00620445794003435
"Sub19","0.005","Within",60,0.978910594509201,0.0175072541284299,0.002260176789241,0.00452260330893361
"Sub2","0.005","Between",720,-0.0303787228592714,0.082740794782837,0.00308356736077973,0.0060538717613147
"Sub2","0.005","Within",60,0.970484080443323,0.0223497021251258,0.00288533413744362,0.00577354027326499
"Sub20","0.005","Between",720,-0.0198306368627186,0.0912532914876517,0.0034008093822832,0.0066767031415887
"Sub20","0.005","Within",60,0.968370170045,0.034760023641378,0.00448749975589443,0.00897946627071699
"Sub21","0.05","Between",720,0.0525081757770771,0.103401052365876,0.00385352970058522,0.00756551484247821
"Sub21","0.05","Within",60,0.9692989337362,0.0215880075721638,0.002786999793493,0.00557677370551246
"Sub22","0.05","Between",720,0.0403897303204839,0.0969268501627329,0.00361225043014679,0.00709181876550051
"Sub22","0.05","Within",60,0.96041411165832,0.0292653457920226,0.00377813989578349,0.00756004046923366
"Sub23","0.05","Between",720,0.0164429820517697,0.0890702736323367,0.00331945311027353,0.00651697890660373
"Sub23","0.05","Within",60,0.974492451020076,0.0243750022553985,0.00314679925996422,0.00629673077495998
"Sub24","0.05","Between",720,0.0165840600622515,0.0771319775152463,0.00287453908271793,0.00564349305320873
"Sub24","0.05","Within",60,0.979914497743176,0.0193110626299778,0.00249304746544909,0.00498857645571829
"Sub25","0.05","Between",720,0.203317438636835,0.185902372145657,0.00692817235493588,0.0136018650056219
"Sub25","0.05","Within",60,0.92039158445075,0.0953012487787964,0.0123033383131016,0.0246189230995726
"Sub26","0.05","Between",720,0.0334706850865803,0.0881036813958809,0.00328343034448622,0.0064462565324672
"Sub26","0.05","Within",60,0.98392240263059,0.0127858167834193,0.00165064184899474,0.00330292671071754
"Sub27","0.05","Between",720,0.0496346305938671,0.113739093591811,0.00423880574950832,0.00832191530985658
"Sub27","0.05","Within",60,0.97196993736526,0.0194873416835299,0.00251580499340549,0.00503411416397578
"Sub28","0.05","Between",720,-0.0160956281348037,0.0767185329045362,0.00285913091180996,0.00561324267115458
"Sub28","0.05","Within",60,0.981836696233117,0.0111372925683936,0.00143781828797427,0.00287706774876731
"Sub29","0.05","Between",720,0.0132539477363498,0.110900963957174,0.00413303490297493,0.00811425870110426
"Sub29","0.05","Within",60,0.96053967162399,0.0342984298485411,0.00442790825348211,0.00886022394981659
"Sub3","0.005","Between",720,0.0103147240520908,0.0760705015420032,0.00283498020884036,0.00556582834819114
"Sub3","0.005","Within",60,0.974995963925013,0.0198679439851855,0.00256494053926685,0.00513243416414419
"Sub30","0.05","Between",720,0.0273334739833454,0.114875277076157,0.00428114880794016,0.00840504611769577
"Sub30","0.05","Within",60,0.976519271117504,0.0197648340701359,0.00255162910647298,0.00510579804864793
"Sub31","0.05","Between",720,0.00783842418380348,0.0790765874060876,0.00294701041447859,0.00578577376172544
"Sub31","0.05","Within",60,0.980386371482379,0.0122733477445492,0.00158448238056171,0.00317054192016628
"Sub32","0.05","Between",720,0.0177074147570426,0.071107768354549,0.002650030062818,0.00520272148680165
"Sub32","0.05","Within",60,0.979682219528766,0.0145296909153145,0.0018757750313518,0.00375341716806833
"Sub33","0.05","Between",720,-0.00760713209353429,0.0722476784914286,0.00269251200538973,0.00528612496154713
"Sub33","0.05","Within",60,0.980539222705786,0.0109690050939926,0.00141609246844993,0.00283359448431391
"Sub34","0.05","Between",720,0.00654477122547562,0.104236342792487,0.00388465913683285,0.00762663029513286
"Sub34","0.05","Within",60,0.970452101692497,0.0262518363018277,0.00338909749347806,0.00678156842034013
"Sub35","0.05","Between",720,-0.0136526609936947,0.092450785449532,0.0034454373473067,0.0067643198353756
"Sub35","0.05","Within",60,0.979589546413694,0.0140808827377646,0.0018178341447754,0.00363747772182661
"Sub36","0.05","Between",720,0.0220946034671749,0.0944923665834716,0.00352152258392453,0.00691369561074286
"Sub36","0.05","Within",60,0.969540075144944,0.0326809685802639,0.004219094901643,0.00844238939790342
"Sub37","0.05","Between",720,0.0320267129033453,0.0888443566961791,0.00331103368316492,0.00650044930758553
"Sub37","0.05","Within",60,0.977186593581,0.0163708976112038,0.00211347379368863,0.00422905129288163
"Sub38","0.05","Between",720,0.0316315886769296,0.0812801290921235,0.00302913156449911,0.00594699965788687
"Sub38","0.05","Within",60,0.977427015498485,0.0211129976607835,0.00272567627762435,0.00545406563369117
"Sub39","0.05","Between",720,0.00549641052074293,0.0976868011875445,0.00364057213266428,0.00714742188197001
"Sub39","0.05","Within",60,0.978935654450965,0.0145933052263689,0.00188398760359494,0.00376985048716907
"Sub4","0.005","Between",720,-0.0179143914441739,0.103292944351597,0.00384950075277122,0.00755760493471708
"Sub4","0.005","Within",60,0.960095957587503,0.0407552227566505,0.0052614766335827,0.0105281904257184
"Sub40","0.05","Between",720,0.00428165995733097,0.100232720464948,0.00373545294215597,0.00733369842016998
"Sub40","0.05","Within",60,0.9755822261326,0.0178402299798482,0.00230316378681541,0.00460862009239791
"Sub41","0.5","Between",720,0.16902508768092,0.230205222528567,0.00857924210582238,0.0168433588247565
"Sub41","0.5","Within",60,0.753074068176241,0.34379854085063,0.0443842007721633,0.0888125806052404
"Sub42","0.5","Between",720,0.111405468387345,0.206296799585398,0.00768822779022668,0.0150940581697035
"Sub42","0.5","Within",60,0.944391387038555,0.123618020069365,0.0159590177673262,0.0319339207912483
"Sub43","0.5","Between",720,0.15326645020432,0.22130618510628,0.00824759456231324,0.0161922455317906
"Sub43","0.5","Within",60,0.919032904455238,0.143072029928636,0.0184705196407232,0.0369594244319758
"Sub44","0.5","Between",720,0.101212557082355,0.189405363847518,0.00705872114776884,0.0138581673846318
"Sub44","0.5","Within",60,0.880333954386713,0.235992627632518,0.0304665172216157,0.0609633601468996
"Sub45","0.5","Between",720,0.159904906450329,0.235203339086533,0.008765510912207,0.0172090545709653
"Sub45","0.5","Within",60,0.912551786219492,0.195264346753463,0.0252085187694744,0.0504421295461696
"Sub46","0.5","Between",720,0.225133543931295,0.267816900022528,0.00998094656622729,0.0195952815356028
"Sub46","0.5","Within",60,0.850260998383172,0.26371543585774,0.0340455163738286,0.0681249209086595
"Sub47","0.5","Between",720,0.150954745214307,0.283585772970226,0.0105686177635541,0.0207490380942191
"Sub47","0.5","Within",60,0.916752632202469,0.136496601408144,0.0176216354689217,0.0352608111276687
"Sub48","0.5","Between",720,0.168148004513336,0.294212979834692,0.0109646703795524,0.0215265958600987
"Sub48","0.5","Within",60,0.952848556843041,0.100719721138046,0.0130028600867436,0.0260186629355023
"Sub49","0.5","Between",720,0.0432747726720144,0.13506712743441,0.00503365464114948,0.00988241738314416
"Sub49","0.5","Within",60,0.878335223350474,0.22139425604846,0.0285818755540555,0.057192200880759
"Sub5","0.005","Between",720,0.00895647116301551,0.0985902670322414,0.00367424231673247,0.00721352550568885
"Sub5","0.005","Within",60,0.976327674195022,0.0242559841202454,0.00313143408478607,0.00626598513044498
"Sub50","0.5","Between",720,0.0880928117577513,0.159738277357895,0.00595309411301616,0.0116875242621988
"Sub50","0.5","Within",60,0.921761867635434,0.133284724892122,0.0172069839937009,0.0344310954422343
"Sub51","0.5","Between",720,0.148362496526105,0.293491348265199,0.0109377767588175,0.0214737964521151
"Sub51","0.5","Within",60,0.903156204950253,0.187663530449972,0.0242272576041077,0.0484786304895733
"Sub52","0.5","Between",720,0.219524790044982,0.232922855727776,0.00868052231534473,0.0170421991057265
"Sub52","0.5","Within",60,0.802997279615775,0.214249674395547,0.0276595140288104,0.0553465597318173
"Sub53","0.5","Between",720,0.0297497917658267,0.116347563761539,0.00433601769312154,0.00851276849107385
"Sub53","0.5","Within",60,0.890111853499811,0.212758653764814,0.0274670240930878,0.0549613882601078
"Sub54","0.5","Between",720,0.276869417565694,0.229484335291454,0.00855237622471744,0.0167906138771245
"Sub54","0.5","Within",60,0.905621146398483,0.109542013036133,0.0141418130732993,0.0282977025974601
"Sub55","0.5","Between",720,0.0249255698015172,0.112682856991112,0.00419944213551692,0.0082446339524921
"Sub55","0.5","Within",60,0.91694981658658,0.16807398096629,0.0216982576404408,0.0434181132510904
"Sub56","0.5","Between",720,0.0743057389981279,0.155433355541033,0.00579265914934407,0.0113725472947891
"Sub56","0.5","Within",60,0.943388899162238,0.152881400845769,0.0197369039806841,0.0394934536431208
"Sub57","0.5","Between",720,0.108815361642928,0.219436285904517,0.00817790753354298,0.0160554311586175
"Sub57","0.5","Within",60,0.945428725466407,0.141546954654674,0.0182736332694643,0.036565455713078
"Sub58","0.5","Between",720,0.0911672902817293,0.203102928764375,0.00756919925244065,0.0148603731486274
"Sub58","0.5","Within",60,0.960973709108958,0.0914655907518147,0.0118081569910934,0.0236280675629185
"Sub59","0.5","Between",720,0.0654190311466171,0.164268458737593,0.00612192400493961,0.0120189827307833
"Sub59","0.5","Within",60,0.858775983563652,0.281446250099988,0.0363345546496594,0.072705275918864
"Sub6","0.005","Between",720,-0.0136477509166296,0.0969504260715667,0.00361312905239318,0.00709354373719205
"Sub6","0.005","Within",60,0.971724461742227,0.0305002311640274,0.00393756291179182,0.0078790451874272
"Sub60","0.5","Between",720,0.0409457724443268,0.101104412504005,0.00376793898640224,0.00739747725905663
"Sub60","0.5","Within",60,0.958089461773609,0.0824808159471011,0.0106482275514907,0.0213070541153651
"Sub7","0.005","Between",720,-0.0124661955086107,0.0858713344462823,0.00320023568567511,0.00628292304993174
"Sub7","0.005","Within",60,0.969659313797689,0.0369674495966668,0.00477247722132175,0.00954970486189637
"Sub8","0.005","Between",720,-0.0118723764587627,0.0751801246669965,0.00280179782187188,0.00550068240132566
"Sub8","0.005","Within",60,0.968389678283654,0.0399289749444909,0.00515480849970489,0.0103147479828396
"Sub9","0.005","Between",720,0.00248546908218516,0.0991246325342394,0.00369415694318744,0.00725262327156428
"Sub9","0.005","Within",60,0.973029336190443,0.024488348830583,0.00316143223989887,0.00632601130017687
